"ef1";"personengruppe";"ef3";"ef4";"region";"ef9";"ef10";"ef15";"ef16u1";"ef16u2";"ef17";"ef18";"ef19";"ef20";"ef21";"ef22";"ef23";"ef24";"ef25";"ef26";"ef27";"ef28";"ef29";"ef38";"ef40";"ef41";"ef42";"ef43";"ef44";"ef45";"ef47";"ef50";"ef53";"b52"
983;101;8;10;1;5;2;54;1;7;1;40;173;0;2035;0;0;200;429;360;24947;0;"24";1167.07;1;62;"9";2;1406;24947;0;51.43;0;1238.22
983;101;14;10;1;5;1;54;8;7;2;30;130;0;2020;0;0;8;411;240;13744;0;"11";1167.07;0;43;"9";2;1601;20616;0;34.29;0;1238.22
983;109;5;10;1;;2;54;8;7;5;10;43;0;450;0;0;0;0;150;2228;0;"3";1167.07;1;35;"9";3;450;5347;0;21.43;9.9;1238.22
983;109;9;10;1;;2;63;8;7;5;10;43;0;375;0;0;0;0;180;1205;0;"3";1167.07;1;37;"9";4;375;2410;0;25.71;9.9;1238.22
983;101;6;10;1;5;1;54;8;7;1;30;130;0;2000;0;0;195;412;135;5900;0;"7";1167.07;1;35;"9";1;1393;15733;0;19.29;0;1238.22
983;109;4;10;1;;2;63;8;7;5;0;30;0;300;0;0;0;0;180;1650;0;"3";1167.07;1;23;"9";3;300;3300;0;25.71;6.9;1238.22
983;109;3;10;1;;2;54;8;7;5;10;43;0;450;0;0;0;0;330;3209;0;"6";1167.07;0;26;"9";3;450;3501;0;47.14;9.9;1238.22
983;109;11;10;1;;1;54;8;7;5;10;43;0;450;0;0;0;0;270;3966;0;"5";1167.07;1;40;"9";3;450;5288;0;38.57;9.9;1238.22
984;109;3;7;1;;2;63;8;2;5;10;44;0;450;0;0;0;0;270;4050;0;"5";2009.64;0;46;"9";3;450;5400;0;38.57;10.13;2403.19
984;101;1;7;1;4;1;61;8;2;1;13;57;0;600;0;0;0;99;120;2400;0;"3";2009.64;1;31;"3";3;501;7200;0;17.14;0;2403.19
984;109;2;7;1;;2;63;8;3;5;10;44;0;450;0;0;0;17;180;2700;0;"4";2009.64;1;38;"9";3;433;5400;0;25.71;10.13;2403.19
985;120;1;10;1;1;2;94;8;6;1;15;68;0;910;0;0;0;84;360;10920;0;"12";1623.19;1;66;"2";7;826;10920;0;51.43;0;1818.86
986;101;2;6;1;3;1;52;1;7;1;40;174;0;2036;0;0;0;381;120;9252;277;"8";5058.38;1;32;"8";3;1655;27756;831;17.14;0;5395.27
986;101;3;6;1;1;1;52;1;7;1;40;174;0;4284;0;269;708;830;360;49963;0;"24";5058.38;1;49;"8";3;2746;49963;0;51.43;0;5395.27
986;101;1;6;1;3;1;52;1;7;1;40;174;0;2203;0;91;142;376;336;25022;328;"24";5058.38;1;41;"8";3;1685;26809;351;48;0;5395.27
986;101;4;6;1;3;1;52;1;7;1;40;174;0;2252;0;94;158;390;360;26697;0;"24";5058.38;1;43;"8";3;1704;26697;0;51.43;0;5395.27
987;101;2;10;1;3;2;73;1;4;1;40;174;0;2800;0;0;393;574;360;38180;1000;"28";5951.7;0;50;"3";4;1833;38180;1000;51.43;0;6669.15
987;101;3;10;1;3;2;73;1;4;1;40;174;0;3200;0;0;501;660;360;46817;1500;"28";5951.7;0;32;"3";4;2039;46817;1500;51.43;0;6669.15
987;101;1;10;1;2;2;73;1;4;1;40;174;0;5643;0;0;1176;940;360;69715;2000;"28";5951.7;0;32;"3";4;3527;69715;2000;51.43;0;6669.15
988;101;1;10;1;1;2;61;1;2;1;40;174;0;4000;0;0;738;821;360;52000;4000;"28";1623.19;1;32;"3";3;2441;52000;4000;51.43;0;1818.86
988;101;2;10;1;1;2;61;8;4;1;20;87;0;2000;0;0;220;356;360;26000;2000;"11";1623.19;0;58;"3";6;1424;26000;2000;51.43;0;1818.86
989;109;1;2;1;;2;71;8;7;5;0;17;0;450;0;0;0;0;283;4050;0;"3";3553.32;8;66;"4";3;450;5152;0;40.43;3.91;3895.14
990;109;2;2;1;;1;25;8;2;5;0;22;0;375;0;0;0;0;360;4556;0;"4";2664.99;7;26;"7";3;375;4556;0;51.43;5.06;2921.35
990;109;1;2;1;;1;25;8;2;5;0;22;0;375;0;0;0;0;360;4556;0;"4";2664.99;7;26;"7";3;375;4556;0;51.43;5.06;2921.35
991;109;1;1;1;;1;11;8;2;5;0;9;0;100;0;0;0;0;360;1200;0;"2";4857.12;1;45;"6";3;100;1200;0;51.43;2.07;5602.92
992;109;1;1;1;;2;71;8;7;5;0;40;0;450;0;0;0;17;360;5400;0;"5";1214.28;7;62;"4";3;433;5400;0;51.43;9.21;1400.73
993;109;2;2;1;;2;71;8;7;5;0;36;0;450;0;0;0;0;360;5400;0;"6";1776.66;3;39;"4";3;450;5400;0;51.43;8.29;1947.57
993;109;3;2;1;;2;71;8;7;5;0;36;0;450;0;0;0;0;360;5400;0;"6";1776.66;3;39;"4";4;450;5400;0;51.43;8.29;1947.57
993;109;1;2;1;;2;71;8;7;5;0;36;0;450;0;0;0;0;360;5400;0;"6";1776.66;3;39;"4";3;450;5400;0;51.43;8.29;1947.57
994;109;1;4;1;;2;71;8;7;5;0;43;0;450;0;0;0;0;360;5400;0;"6";3510.64;4;51;"9";3;450;5400;0;51.43;9.9;4032.71
995;109;3;4;1;;2;71;8;7;5;0;23;0;405;0;0;0;0;52;5206;0;"1";3510.64;1;53;"3";6;405;36042;0;7.43;5.29;4032.71
995;109;1;4;1;;2;71;8;7;5;0;23;0;405;0;0;0;0;52;5206;0;"1";3510.64;1;53;"4";3;405;36042;0;7.43;5.29;4032.71
995;109;2;4;1;;2;71;8;7;5;0;23;0;405;0;0;0;0;52;5206;0;"1";3510.64;1;53;"3";6;405;36042;0;7.43;5.29;4032.71
996;109;1;5;1;;1;25;8;2;5;0;38;0;450;0;0;0;0;76;3681;0;"2";3281.59;3;55;"7";3;450;17436;0;10.86;8.75;3713.38
997;109;1;5;1;;2;71;8;4;5;0;12;0;127;0;0;0;0;360;1533;0;"2";3281.59;4;52;"4";4;127;1533;0;51.43;2.76;3713.38
997;109;2;5;1;;2;12;8;1;5;0;36;0;450;0;0;0;16;360;5400;0;"5";3281.59;3;40;"7";3;434;5400;0;51.43;8.29;3713.38
998;109;2;5;1;;1;71;8;2;5;0;45;0;450;0;0;0;0;330;2050;0;"6";3281.59;0;66;"9";6;450;2236;0;47.14;10.36;3713.38
998;109;1;5;1;;2;54;8;1;5;0;20;0;177;0;0;0;0;360;1657;0;"3";3281.59;3;66;"9";2;177;1657;0;51.43;4.6;3713.38
999;109;2;6;1;;1;52;8;7;5;0;45;0;450;0;0;0;0;360;5400;0;"6";1903.95;2;54;"8";2;450;5400;0;51.43;10.36;2284.81
999;109;1;6;1;;1;51;8;2;5;0;20;0;150;0;0;0;0;90;650;0;"1";1903.95;0;66;"9";3;150;2600;0;12.86;4.6;2284.81
1000;109;1;7;1;;2;63;8;4;5;0;22;0;447;0;0;0;0;160;1970;50;"2";2009.64;0;36;"5";4;447;4433;113;22.86;5.06;2403.19
1001;109;2;7;1;;2;29;8;2;5;0;30;0;295;0;0;0;0;350;3440;0;"5";6028.92;11;46;"9";3;295;3538;0;50;6.9;7209.57
1001;109;1;7;1;;1;63;8;7;5;0;15;0;145;0;0;0;0;108;520;0;"1";6028.92;1;65;"9";1;145;1733;0;15.43;3.45;7209.57
1002;109;1;8;1;;1;43;8;2;5;0;40;0;400;0;0;0;0;300;4675;0;"5";1432.01;0;64;"3";3;400;5610;0;42.86;9.21;1718.87
1003;109;1;8;1;;2;43;8;3;5;0;38;0;450;0;0;0;0;189;2832;0;"3";2148.02;0;20;"2";3;450;5394;0;27;8.75;2578.3
1003;109;2;8;1;;2;71;8;4;5;0;35;0;441;0;0;9;16;360;5292;0;"8";2148.02;2;25;"4";4;416;5292;0;51.43;8.06;2578.3
1004;109;1;10;1;;1;54;8;2;5;0;16;0;176;0;0;0;0;180;748;0;"1";1623.19;1;42;"9";3;176;1496;0;25.71;3.68;1818.86
1004;109;2;10;1;;1;54;8;2;5;0;16;0;176;0;0;0;0;180;748;0;"1";1623.19;1;42;"9";3;176;1496;0;25.71;3.68;1818.86
1004;109;3;10;1;;2;54;8;7;5;0;35;0;440;0;0;0;0;360;5291;0;"6";1623.19;6;48;"9";4;440;5291;0;51.43;8.06;1818.86
1005;109;2;10;1;;1;34;8;7;5;0;35;0;450;0;0;0;0;360;5399;0;"5";1623.19;6;66;"3";7;450;5399;0;51.43;8.06;1818.86
1005;109;1;10;1;;1;34;8;7;5;0;43;0;450;0;0;0;0;360;5400;0;"6";1623.19;6;26;"5";3;450;5400;0;51.43;9.9;1818.86
1005;109;3;10;1;;1;34;8;7;5;0;43;0;450;0;0;0;0;360;5400;0;"6";1623.19;6;26;"5";3;450;5400;0;51.43;9.9;1818.86
1006;109;1;10;1;;2;71;8;3;5;0;15;0;150;0;0;0;0;360;2107;0;"3";1623.19;3;25;"9";3;150;2107;0;51.43;3.45;1818.86
1007;109;1;10;1;;2;72;8;7;5;0;45;0;450;0;0;0;0;180;5400;0;"4";1623.19;0;66;"3";7;450;10800;0;25.71;10.36;1818.86
1008;109;1;10;1;;2;71;8;2;5;0;41;0;450;0;0;0;0;270;4050;0;"5";3246.38;0;63;"9";3;450;5400;0;38.57;9.44;3637.72
1009;109;1;11;1;;2;62;8;2;5;0;45;0;388;0;0;8;0;360;4686;0;"8";1516.95;3;66;"9";3;380;4686;0;51.43;10.36;1871.88
1010;109;1;12;1;;2;54;8;7;5;0;36;0;420;0;0;0;15;360;5039;0;"7";2779.76;5;63;"9";2;405;5039;0;51.43;8.29;3136.8
1011;109;2;12;1;;2;84;8;6;5;0;25;0;390;0;0;0;0;360;5140;183;"4";1853.17;1;52;"2";7;390;5140;183;51.43;5.75;2091.2
1011;109;1;12;1;;2;84;8;6;5;0;25;0;390;0;0;0;0;360;5140;183;"4";1853.17;1;52;"2";7;390;5140;183;51.43;5.75;2091.2
1011;109;3;12;1;;2;84;8;6;5;0;25;0;390;0;0;0;0;360;5140;183;"4";1853.17;1;52;"2";7;390;5140;183;51.43;5.75;2091.2
1012;109;1;13;1;;2;81;8;7;5;0;30;0;344;0;13;0;12;360;4935;0;"4";23754.96;10;52;"5";3;332;4935;0;51.43;6.9;25713.3
1012;109;2;13;1;;2;82;8;2;5;0;35;0;460;0;0;0;0;360;5520;0;"5";23754.96;1;28;"5";3;460;5520;0;51.43;8.06;25713.3
1013;109;2;14;1;;1;84;8;1;5;0;16;0;156;0;0;0;0;360;2786;0;"3";2254.05;1;20;"3";2;156;2786;0;51.43;3.68;2586.84
1013;109;1;14;1;;2;84;8;2;5;0;43;0;450;0;0;0;0;240;3603;0;"4";2254.05;1;48;"3";3;450;5405;0;34.29;9.9;2586.84
1014;109;1;14;1;;2;54;8;7;5;0;50;0;500;0;0;0;0;270;4080;0;"8";2454.8;9;61;"9";3;500;5440;0;38.57;11.51;2592.4
1014;109;2;14;1;;1;84;8;7;5;0;45;0;450;0;0;0;0;360;4518;0;"8";2454.8;1;61;"3";3;450;4518;0;51.43;10.36;2592.4
1015;109;1;15;1;;2;73;8;4;5;0;22;0;317;0;0;0;0;360;4412;308;"4";2429.01;1;54;"4";4;317;4412;308;51.43;5.06;2764.89
1015;109;2;15;1;;2;83;8;2;5;0;26;0;446;0;0;0;17;61;893;0;"2";2429.01;0;28;"5";3;429;5270;0;8.71;5.98;2764.89
1016;109;2;15;1;;2;82;8;7;5;0;28;0;252;0;0;0;0;360;3769;61;"4";3238.68;1;64;"5";3;252;3769;61;51.43;6.44;3686.52
1016;109;1;15;1;;2;82;8;7;5;0;28;0;252;0;0;0;0;360;3769;61;"4";3238.68;1;64;"5";3;252;3769;61;51.43;6.44;3686.52
1017;109;2;15;1;;1;54;8;7;5;0;39;0;292;0;0;0;0;360;3098;0;"5";1619.34;2;43;"9";7;292;3098;0;51.43;8.98;1843.26
1017;109;1;15;1;;2;54;8;3;5;0;39;0;439;0;0;0;0;330;4718;0;"5";1619.34;1;23;"9";3;439;5147;0;47.14;8.98;1843.26
1018;101;3;12;1;2;1;32;1;6;1;39;169;0;4115;0;0;773;838;360;54579;3890;"30";731.75;35;59;"2";7;2504;54579;3890;51.43;0;778.74
1018;101;2;12;1;2;1;73;1;6;1;39;169;0;4115;0;0;773;838;360;54579;3890;"30";731.75;40;64;"3";7;2504;54579;3890;51.43;0;778.74
1018;101;5;12;1;2;1;32;1;6;1;39;169;0;4145;0;0;782;845;360;54978;3918;"30";731.75;26;50;"2";7;2518;54978;3918;51.43;0;778.74
1018;101;16;12;1;2;1;32;1;6;1;39;169;0;4601;0;0;937;921;360;61032;4349;"30";731.75;32;56;"2";7;2743;61032;4349;51.43;0;778.74
1018;101;8;12;1;2;1;73;1;6;1;39;169;0;4185;0;0;795;853;360;55505;3956;"30";731.75;18;42;"3";7;2537;55505;3956;51.43;0;778.74
1018;101;14;12;1;2;1;73;1;6;1;39;169;0;4399;0;0;864;896;360;58345;4158;"30";731.75;31;55;"3";7;2639;58345;4158;51.43;0;778.74
1018;101;10;12;1;2;1;73;1;6;1;39;169;0;4214;0;0;804;859;360;55890;3983;"30";731.75;36;60;"3";7;2551;55890;3983;51.43;0;778.74
1018;101;19;12;1;1;1;73;1;6;1;39;169;0;4968;0;0;1077;960;360;64866;3671;"30";731.75;29;53;"2";7;2931;64866;3671;51.43;0;778.74
1018;101;18;12;1;2;1;73;1;6;1;39;169;0;4862;0;0;1035;949;360;64490;4596;"30";731.75;19;43;"3";7;2878;64490;4596;51.43;0;778.74
1018;101;1;12;1;2;1;73;1;6;1;39;169;0;4108;0;0;770;837;360;54489;3883;"30";731.75;34;58;"3";7;2501;54489;3883;51.43;0;778.74
1018;101;9;12;1;2;1;73;1;6;1;39;169;0;4192;0;0;797;854;360;55607;3963;"30";731.75;28;52;"3";7;2541;55607;3963;51.43;0;778.74
1018;101;7;12;1;2;1;32;1;6;1;39;169;0;4179;0;0;793;851;360;55427;3950;"30";731.75;18;42;"2";7;2535;55427;3950;51.43;0;778.74
1018;101;17;12;1;2;1;32;1;6;1;39;169;0;4693;0;0;971;931;360;62253;4437;"30";731.75;25;49;"2";7;2791;62253;4437;51.43;0;778.74
1018;101;4;12;1;2;1;73;1;6;1;39;169;0;4115;0;0;773;838;360;54579;3890;"30";731.75;21;45;"3";7;2504;54579;3890;51.43;0;778.74
1018;101;11;12;1;3;1;73;1;2;1;39;169;0;4258;0;0;818;868;360;56921;4465;"30";731.75;11;31;"4";3;2572;56921;4465;51.43;0;778.74
1018;101;13;12;1;2;1;32;1;6;1;39;169;0;4375;0;0;856;891;360;58037;4136;"30";731.75;39;63;"2";7;2628;58037;4136;51.43;0;778.74
1018;101;12;12;1;2;1;73;1;6;1;39;169;0;4346;0;0;846;886;360;57651;4109;"30";731.75;27;51;"3";7;2614;57651;4109;51.43;0;778.74
1018;101;15;12;1;2;1;73;1;6;1;39;169;0;4441;0;0;878;903;360;58911;4198;"30";731.75;33;57;"3";7;2660;58911;4198;51.43;0;778.74
1018;101;6;12;1;2;1;73;1;5;1;39;169;0;4145;0;0;782;845;360;54978;3918;"30";731.75;12;34;"3";6;2518;54978;3918;51.43;0;778.74
1019;101;15;12;1;1;1;73;1;6;1;39;169;0;6818;0;0;1845;1126;360;84000;;"30";1358.13;29;53;"2";7;3847;84000;;51.43;0;1461.36
1019;101;12;12;1;1;1;32;1;6;1;39;169;0;5991;0;0;1494;1071;360;78229;4427;"30";1358.13;27;51;"2";7;3426;78229;4427;51.43;0;1461.36
1019;101;1;12;1;1;1;73;1;6;2;39;169;0;5083;0;0;1122;973;360;66371;3756;"30";1358.13;19;43;"2";7;2988;66371;3756;51.43;0;1461.36
1019;101;9;12;1;1;1;32;1;6;1;39;169;0;5616;0;0;1339;1030;360;73331;4150;"30";1358.13;21;45;"2";7;3247;73331;4150;51.43;0;1461.36
1019;101;14;12;1;1;1;32;1;6;1;39;169;0;6283;0;0;1614;1102;360;82037;4642;"30";1358.13;28;52;"2";7;3567;82037;4642;51.43;0;1461.36
1019;101;13;12;1;1;1;32;1;6;1;39;169;0;6161;0;0;1564;1089;360;80456;4553;"30";1358.13;26;50;"2";7;3508;80456;4553;51.43;0;1461.36
1019;101;8;12;1;2;1;73;1;6;1;39;169;0;5598;0;0;1331;1028;360;74259;5292;"30";1358.13;33;57;"3";7;3239;74259;5292;51.43;0;1461.36
1019;101;4;12;1;1;1;73;1;6;1;39;169;0;5379;0;0;1241;1005;360;70244;3975;"30";1358.13;27;51;"2";7;3133;70244;3975;51.43;0;1461.36
1019;101;11;12;1;1;1;32;1;6;1;39;169;0;5767;0;0;1401;1047;360;75305;4261;"30";1358.13;33;57;"2";7;3319;75305;4261;51.43;0;1461.36
1019;101;2;12;1;1;1;32;8;6;1;34;148;0;5116;0;0;1135;976;360;66802;3780;"26";1358.13;33;57;"2";7;3005;66802;3780;51.43;0;1461.36
1019;101;7;12;1;1;1;32;1;6;1;39;169;0;5536;0;0;1306;1022;360;72294;4091;"30";1358.13;31;55;"2";7;3208;72294;4091;51.43;0;1461.36
1019;101;5;12;1;2;1;32;1;6;1;39;169;0;5397;0;0;1248;1007;360;71585;5102;"30";1358.13;23;47;"2";7;3142;71585;5102;51.43;0;1461.36
1019;101;10;12;1;2;1;32;1;6;1;39;169;0;5668;0;0;1360;1036;360;75184;5358;"30";1358.13;35;59;"2";7;3272;75184;5358;51.43;0;1461.36
1019;101;6;12;1;2;1;32;1;6;1;39;169;0;5435;0;0;1264;1011;360;72087;5137;"30";1358.13;23;47;"2";7;3160;72087;5137;51.43;0;1461.36
1019;101;16;12;1;1;1;73;1;6;1;39;169;0;7000;0;0;28;15;360;84000;;"30";1358.13;39;63;"2";7;56;84000;;51.43;0;1461.36
1019;101;3;12;1;1;1;32;1;6;1;39;169;0;5266;0;0;1195;992;360;68763;3891;"30";1358.13;19;43;"2";7;3079;68763;3891;51.43;0;1461.36
1020;101;1;12;1;5;1;73;1;1;2;39;169;0;2327;0;0;273;474;360;31244;2577;"30";10198.94;31;47;"9";2;1580;31244;2577;51.43;0;10621.99
1020;101;4;12;1;3;1;73;1;2;1;39;169;0;2481;0;0;311;506;360;33295;2731;"30";10198.94;9;29;"4";3;1664;33295;2731;51.43;0;10621.99
1020;101;28;12;1;3;1;73;1;2;1;39;169;0;2809;0;0;395;572;360;37663;3059;"30";10198.94;41;61;"4";3;1842;37663;3059;51.43;0;10621.99
1020;101;35;12;1;4;1;73;1;1;1;39;169;0;2859;0;0;411;583;360;38329;3109;"30";10198.94;6;21;"9";2;1865;38329;3109;51.43;0;10621.99
1020;101;31;12;1;3;1;73;1;2;1;39;169;0;2829;0;0;401;576;360;37930;3079;"30";10198.94;30;50;"4";3;1852;37930;3079;51.43;0;10621.99
1020;101;22;12;1;3;1;73;1;2;1;39;169;0;2731;0;0;375;556;360;36625;2981;"30";10198.94;30;50;"4";3;1800;36625;2981;51.43;0;10621.99
1020;101;29;12;1;3;1;73;1;2;1;39;169;0;2820;0;0;398;575;360;37803;3070;"30";10198.94;20;40;"4";3;1847;37803;3070;51.43;0;10621.99
1020;101;5;12;1;4;1;34;1;1;1;39;169;0;2512;0;0;319;512;360;33708;2762;"30";10198.94;45;62;"9";2;1681;33708;2762;51.43;0;10621.99
1020;101;36;12;1;3;1;73;1;2;1;39;169;0;2868;0;0;411;584;360;38449;3118;"30";10198.94;40;60;"4";3;1873;38449;3118;51.43;0;10621.99
1020;101;47;12;1;3;1;73;1;2;1;39;169;0;2933;0;0;428;598;360;39065;2933;"30";10198.94;19;39;"4";3;1907;39065;2933;51.43;0;10621.99
1020;101;43;12;1;3;1;73;1;2;1;39;169;0;2915;0;0;424;594;360;39075;3165;"30";10198.94;31;51;"4";3;1897;39075;3165;51.43;0;10621.99
1020;101;46;12;1;3;1;73;1;2;1;39;169;0;2931;0;0;428;597;360;39293;3182;"30";10198.94;34;54;"4";3;1906;39293;3182;51.43;0;10621.99
1020;101;45;12;1;3;1;31;1;2;1;39;169;0;2917;0;0;424;594;360;39102;3167;"30";10198.94;32;52;"3";3;1899;39102;3167;51.43;0;10621.99
1020;101;34;12;1;3;1;73;1;2;1;39;169;0;2847;0;0;405;580;360;38170;3097;"30";10198.94;11;31;"4";3;1862;38170;3097;51.43;0;10621.99
1020;101;16;12;1;2;1;42;8;5;1;29;127;0;2660;0;0;357;542;360;35176;2407;"23";10198.94;15;37;"2";6;1761;35176;2407;51.43;0;10621.99
1020;101;38;12;1;3;1;73;1;2;1;39;169;0;2876;0;0;413;586;360;38032;2602;"30";10198.94;38;58;"4";3;1877;38032;2602;51.43;0;10621.99
1020;101;20;12;1;3;1;73;1;2;1;39;169;0;2721;0;0;372;554;360;36496;2972;"30";10198.94;26;46;"4";3;1795;36496;2972;51.43;0;10621.99
1020;101;18;12;1;4;1;73;1;1;1;39;169;0;2685;0;0;363;547;360;36012;2935;"30";10198.94;28;44;"9";2;1775;36012;2935;51.43;0;10621.99
1020;101;21;12;1;3;1;73;1;2;1;39;169;0;2723;0;0;373;555;360;36518;2973;"30";10198.94;28;48;"4";3;1795;36518;2973;51.43;0;10621.99
1020;101;3;12;1;4;1;73;1;1;2;39;169;0;2388;0;0;288;487;360;32056;2638;"30";10198.94;24;40;"9";2;1613;32056;2638;51.43;0;10621.99
1020;101;19;12;1;3;1;31;1;2;1;39;169;0;2716;0;0;371;553;360;36425;2966;"30";10198.94;16;36;"3";3;1792;36425;2966;51.43;0;10621.99
1020;101;25;12;1;4;1;73;1;1;1;39;169;0;2762;0;0;383;563;360;37037;3012;"30";10198.94;41;57;"9";2;1816;37037;3012;51.43;0;10621.99
1020;101;11;12;1;3;1;73;1;2;1;39;169;0;2598;0;0;341;529;360;34853;2848;"30";10198.94;6;25;"4";3;1728;34853;2848;51.43;0;10621.99
1020;101;13;12;1;3;1;73;1;2;1;39;169;0;2605;0;0;343;531;360;34946;2855;"30";10198.94;23;43;"4";3;1731;34946;2855;51.43;0;10621.99
1020;101;33;12;1;3;1;73;1;2;1;40;174;0;2834;0;0;402;577;360;37996;3084;"30";10198.94;12;32;"4";3;1855;37996;3084;51.43;0;10621.99
1020;101;17;12;1;3;1;73;1;2;1;39;169;0;2674;0;0;360;545;360;35865;2924;"30";10198.94;14;34;"4";3;1769;35865;2924;51.43;0;10621.99
1020;101;26;12;1;3;1;73;1;2;1;39;169;0;2787;0;0;390;568;360;37370;3037;"30";10198.94;35;55;"4";3;1829;37370;3037;51.43;0;10621.99
1020;101;40;12;1;3;1;73;1;2;1;39;169;0;2907;0;0;421;592;360;38442;2630;"30";10198.94;9;29;"4";3;1894;38442;2630;51.43;0;10621.99
1020;101;9;12;1;4;1;73;1;1;1;39;169;0;2597;0;0;341;529;360;34840;2847;"30";10198.94;35;51;"9";2;1727;34840;2847;51.43;0;10621.99
1020;101;27;12;1;3;1;73;1;2;1;39;169;0;2803;0;0;394;571;360;37333;2803;"30";10198.94;11;31;"4";3;1838;37333;2803;51.43;0;10621.99
1020;101;32;12;1;3;1;73;1;2;1;39;169;0;2834;0;0;402;577;360;37996;3084;"30";10198.94;29;49;"4";3;1855;37996;3084;51.43;0;10621.99
1020;101;6;12;1;3;1;31;1;2;1;39;169;0;2533;0;0;324;516;360;33987;2783;"30";10198.94;25;45;"3";3;1693;33987;2783;51.43;0;10621.99
1020;101;39;12;1;3;1;73;1;2;1;39;169;0;2898;0;0;419;590;360;38849;3148;"30";10198.94;39;59;"4";3;1889;38849;3148;51.43;0;10621.99
1020;101;41;12;1;3;1;31;1;2;1;39;169;0;2909;0;0;422;593;360;39000;3160;"30";10198.94;37;57;"3";3;1894;39000;3160;51.43;0;10621.99
1020;101;48;12;1;3;1;31;1;2;1;39;169;0;2952;0;0;434;601;360;39568;3202;"30";10198.94;25;45;"3";3;1917;39568;3202;51.43;0;10621.99
1020;101;37;12;1;3;1;73;1;2;1;39;169;0;2871;0;0;412;585;360;38489;3121;"30";10198.94;24;44;"4";3;1874;38489;3121;51.43;0;10621.99
1020;101;44;12;1;3;1;73;1;2;1;39;169;0;2916;0;0;424;594;360;39082;3166;"30";10198.94;36;56;"4";3;1898;39082;3166;51.43;0;10621.99
1020;101;12;12;1;3;1;73;1;2;1;39;169;0;2605;0;0;343;531;360;34946;2855;"30";10198.94;18;38;"4";3;1731;34946;2855;51.43;0;10621.99
1020;101;14;12;1;4;1;34;1;1;1;39;169;0;2636;0;0;350;537;360;35359;2886;"30";10198.94;45;64;"9";2;1749;35359;2886;51.43;0;10621.99
1020;101;30;12;1;3;1;73;1;2;1;39;169;0;2828;0;0;400;576;360;37916;3078;"30";10198.94;39;59;"4";3;1852;37916;3078;51.43;0;10621.99
1020;101;15;12;1;3;1;31;1;2;1;39;169;0;2651;0;0;354;540;360;35559;2901;"30";10198.94;25;45;"3";3;1757;35559;2901;51.43;0;10621.99
1020;101;7;12;1;3;1;73;1;2;1;39;169;0;2551;0;0;329;520;360;33977;2551;"30";10198.94;9;29;"4";3;1702;33977;2551;51.43;0;10621.99
1020;101;49;12;1;3;1;73;1;2;1;40;174;0;2995;0;0;445;610;360;40141;3245;"30";10198.94;43;63;"4";3;1940;40141;3245;51.43;0;10621.99
1020;101;50;12;1;3;1;73;1;2;1;39;169;0;2995;0;0;445;610;360;40141;3245;"30";10198.94;37;57;"4";3;1940;40141;3245;51.43;0;10621.99
1020;101;23;12;1;4;1;73;1;1;1;39;169;0;2736;0;0;376;557;360;36691;2986;"30";10198.94;36;52;"9";2;1803;36691;2986;51.43;0;10621.99
1020;101;52;12;1;2;1;73;1;5;1;39;169;0;2995;0;0;445;610;360;39606;2710;"30";10198.94;10;32;"3";6;1940;39606;2710;51.43;0;10621.99
1020;101;2;12;1;4;1;73;1;1;1;39;169;0;2363;0;0;282;481;360;31723;2613;"30";10198.94;25;41;"9";2;1600;31723;2613;51.43;0;10621.99
1020;101;42;12;1;3;1;31;1;2;1;39;169;0;2912;0;0;423;593;360;39029;3162;"30";10198.94;12;32;"3";3;1896;39029;3162;51.43;0;10621.99
1020;101;24;12;1;4;1;73;1;1;1;39;169;0;2743;0;0;378;559;360;36784;2993;"30";10198.94;36;52;"9";2;1806;36784;2993;51.43;0;10621.99
1020;101;8;12;1;4;1;73;1;1;1;39;169;0;2568;0;0;333;523;360;34453;2818;"30";10198.94;38;54;"9";2;1712;34453;2818;51.43;0;10621.99
1020;101;51;12;1;3;1;73;1;2;1;39;169;0;2995;0;0;445;610;360;40141;3245;"30";10198.94;31;51;"4";3;1940;40141;3245;51.43;0;10621.99
1020;101;10;12;1;3;1;73;1;2;1;39;169;0;2598;0;0;341;529;360;34853;2848;"30";10198.94;18;38;"4";3;1728;34853;2848;51.43;0;10621.99
1021;801;73;12;1;3;1;1;5;2;2;41;178;0;2668;0;0;445;345;360;31861;0;"30";2552.87;8;28;"0";3;1878;31861;0;51.43;0;2658.77
1021;801;93;12;1;3;1;1;5;2;2;41;178;0;2911;0;0;515;345;360;34759;0;"30";2552.87;7;27;"0";3;2051;34759;0;51.43;0;2658.77
1021;801;31;12;1;3;1;1;5;2;2;41;178;0;2314;0;0;334;345;360;27885;250;"30";2552.87;4;23;"0";3;1635;27885;250;51.43;0;2658.77
1021;801;59;12;1;3;1;1;5;2;2;41;178;0;2529;0;0;401;345;360;30205;0;"30";2552.87;6;25;"0";3;1783;30205;0;51.43;0;2658.77
1021;801;88;12;1;4;1;1;5;1;2;41;178;0;2845;0;0;484;207;360;34225;250;"30";2552.87;13;29;"0";2;2154;34225;250;51.43;0;2658.77
1021;801;24;12;1;4;1;1;5;1;2;41;178;0;2255;0;0;317;345;360;27178;250;"30";2552.87;8;23;"0";2;1593;27178;250;51.43;0;2658.77
